text,label
Spagetti hariç diğer makarna şekillerine karşı fobim var. ,fear
Sen git o kadar hayalet avla sonra bir palyaçodan kork oluyor mu lan ,fear
Otobüs tekerleği fobim var bugün fark ettim çok ilginç değil mi ,fear
Sinirliyken çok yaratıcı küfürler edebiliyorum müthiş bir olay. ,anger
Yürek yorgun düştüğünde ter gözden akar ,sadness
Kötü giden herşeyden yoruldum artık ,sadness
Yüzüme karşı söyleyemeyip buradan laf gönderenlere sinir oluyorum kolaysa yüzüme söyle ,anger
İstediğim ekleri bulamıyorum ya delireceğim ,anger
"Şaşırdım kaldım işte, bilmem ki ne'msin... ",surprise
Bu hafta harika hissediyorum.. Muhteşem bir futbol şöleni vardı dün. ,joy
Hayatımdan çıkardıklarıma değil tercih yapmadığım için pişmanım ,sadness
Oğuzhan ağır küfür edeceğim çok az kaldı ,anger
Annem ilk defa benim gösterdiğim bir çocuğu beğendi hala inanamıyorum tarihe not düşücem ,surprise
o kadar rahatladım ki anlatamam vizeler bitti tatil moduna aldım kendimi harika hissediyorum kimse moralimi bozamaz ,joy
Allah'ım öyle korktum ki.. kalbim sıkışıyor.. Kendine çok dikkat et ,fear
"sen o dönemi nasıl atlattın diyor, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç ",surprise
Saçma sapan ağa dizileri mafya dizileri uyduruk polisiyeleri alın da turşusunu kurun Dizimizi harcadınız ,anger
Hayal kurmazsan hayal kırıklığı da olmaz. Üzülmezsin işte. ,sadness
ben mutsuz olmak için mi doğdum acaba ,sadness
Çok enteresan bir şey oldu. Kıvanç Tatlıtuğ'u özledim. ,sadness
Kedi yavrulamış ödüm koptu amk ama çok tatlılar ,fear
Tükenmişlik sendromu yaşıyorum gerçekten tükendim ,sadness
Gözlerime inanamadım yanlış mı gördüm diye açıp açıp iyice baktım yok böyle birşey ???? ,surprise
Mal mısın diye bağırasım var ,anger
İki gündür ilaçları almıyorum harika hissediyorum ,joy
Bütün evlatlarım güncelleme yapıyor bugün nasıl bir kral şaştım kaldım vallahi ,surprise
Biraz oradan biraz buradan işte ama eğlenceli :) Ayrıca allah aşkına bu memlekette ne eğlenceli var da göstersinler ,joy
herkes ilk notlarını gruba 10-20 diye yazmış bakmaya korkuyorum ,fear
Seni seviyorum ama bunu asla yüz yüze konuşamayacağız ,joy
Sinirlenince gözlerimin dolmasından nefret ediyorum ,anger
O kadar mutsuzum ki yatağıma yatıp şarkı dinleyerek uykuya dalmak istiyorum ve sonsuza kadar o yataktan çıkmamakta tek hayalim ,sadness
Hayatımın en güzel yıllarının bu yıllar olmasından korkuyorum ,fear
Polonya'da doğalgaz boru hattında patlama ,fear
Benim bile ödüm koptu o nasıl bir çığlık manyak kadın ,fear
Hayret ettim kalbime bu kadar şeyi nasıl sineye çekti acaba ,surprise
O kadar moralim bozuk ki zorla bile gülemiyorum ,sadness
Kendi evimden başka yere sıçamıyorum fobim var ,fear
Ümitsizlik zor be hafız çok mutsuzum ,sadness
Çıkıp bağıra bağıra küfür edeceğim şimdi tutamıyorum artık kendimi ,anger
Karabasan kabusu bunlar ,fear
Benim düşme fobim var düşemiyorum sorun sizde degil bende ... ,fear
Küçükken geceleri tüm mahalle toplanıp saklambaç oynamayı özledim ben ,sadness
Feghouli konusunda endişeliyim ,fear
iki kez sorlan sorulardan ve karşıma ikinci kez çıkan insanlardan nefret ediyorum ,anger
"Her yaptığım, her söylediğim, her bi'şeyim olay oluyor; bıktım, bezdim, tükendim artık ya. ",sadness
bir yandan uzunu izlediğim için agresif hissediyorum kendimi. birazdan umarsızca koşmaya çıkacağım sinirimi atmak için. ,anger
"geçmişe dönüp bakmak dahi istemiyorum çünkü sen varsın, gülüyorsun ve yine yeni yeniden severim diye korkuyorum ",fear
düşünüp irkildim çok kötü olacaz çok. büyük kepaze edecez kendimizi :( ,fear
Yok ya ben salak değilim bunlar düpedüz gerizekalı neyse bir şey demiyorum ,anger
"Çok yoruldum artık, Her şeyden uzaklaşmak istiyorum. ",sadness
Durup dururken moralim bozuk arkadaş çok üzgünüm şu an ya sebebi neydi ki ,sadness
Beni ilgilendirmiyor ama eğlendim :D başlamadan bitti karşılama haha ,joy
Bizim türkler televizyon da söylenen her şeyi gerçek sanıyo 'dün televizyonda söyledi ' diyor şaşkınlık verici bir halk.. ,surprise
Toplumun her kesiminden insana öfkeliyim ,anger
Yanlışlıkla son ses video açtım ödüm koptu ya ,fear
Kandırılan biri bunca cahili nasıl peşinden getiriyor şaşkınlık verici yetenekli kabul ,surprise
Bu gece de bitti bir miktar ağlama hisli şarkı dinleyip gözyaşlarımla uykuya dalacağım... .. ,sadness
Rüya gördüm rüyada denmez kabus gibi birşeydi ,fear
Kabus değil korku filmi gördüm resmen ,fear
Yukarı kattakiler ne bok yiyor acaba ödüm koptu ya sesten ,fear
Agresif oldum. Olur olmadık herşeye sinirlenir oldum ,anger
Sizce de küçük köpekler çok korkunç değil mi ya ,fear
Annem bana çay getirdi şu an şoktayım içsem mi içmesem mi bilemedim ,surprise
Küçükken yaptığımız yerli malı haftasını özledim ,sadness
Sabah masamdaki sürprizin tatlılığı ?? ,surprise
batuhanla spor yapıcaz korkuyorum tayt giydi ,fear
"Yara bandı gibiyim. Başlarda sapasağlamken zamanla aşınıp, yıprandım. ",sadness
Şaşırdım bu nasıl oluyor 312kisi profile mi bakmış şimdi ,surprise
Sıradan çinko karbon piller gibi tükendim resmen. ,sadness
Ben sana değil rakipleri yenemediği için sinirlendim nolur yanlış anlama ,anger
Çocuk iki saattir hayvan gibi bakıyor sonra sevgilisi geldi sarıldı ben şok ,surprise
Instagram hesabı olup hiç fotosu olmayan hesaplar çok korkutucu değil mi yav.Takip isteği atıyorlar kabul etmiyorum ,fear
Zafer bayramımız kutlu olsun ,joy
neyse bu akşam ankaraya gidiyorum fazlasıyla mutluyum ,joy
Sen gerizekalının tekisin anlatsam da anlayamazsın ,anger
Bak küfür edeceğim az kaldı mal beyinliler ,anger
Kafam karışık uykusuz aç ve agresifim bu anlamsız karmaşa içinde bir hiçim . ,anger
Gözlerime inanamadım. Hasan Ali ön libero ,surprise
Kankam nöbete gitti bir miktar hüzünlüyüm ama yarın görürüm ,sadness
Acıkınca sinirleniyorum bana hemen yemek getirin. ,anger
Keşke tez yazmak da çiçek yetiştirmek gibi olsaydı. Ay yine dertlendim ,sadness
Şu an o kadar mutluyum ki tarif edemem iyi ki Trabzonsporluyum ,joy
Az önce kendi kendime spoiler verdim ama mutluyum ,joy
Bu kadar insanın takibi sonucu twettlerin beğenilmemesi şaşkınlık verici... hepinizi takip etmeyi bırakıyorum Egomanya manyakları ,surprise
Herkese iyi geceler tatlı rüyalar fazla uyanık kalmayın sabaha uyanamazsınız ,joy
2 ay sonra yeniden evimdeyim. Sürpriz geldim bizimkiler nasıl şok oldu. ,surprise
Ödemesini yapmayan müşterileri arayıp WHERE IS MY MONEY diye bağırmak istiyorum ,anger
Hava soğuk ve senin yüzünden sarılamıyoruz sana bu yüzden biraz kırgınım ,sadness
Her şeyden bıktım ve her şeyin her şeyliğinden de bıktım. ,sadness
Leyla ile mecnun klişeler. Çok eğlendim ,joy
Morfin etkisi yaratan gülüşünden öpüyorum sevdiğim ,joy
Varlığına çok alıştığım bir yaranın iyileşmesine kızgınım ,anger
"Yazarımız çok komik, çok seviyoruz onu.:) Çiçek versek? ",joy
Yarın eski okuluma gideceğim için baya hüzünlüyüm ,sadness
Belge unutulsun diye patlama olabilir / Afrin'e girilebilir. ,fear
Oha evde pijamalarla çalışıyodum misafirler geldi pastayla doğum günü sürprizi yapmışlar şoka uğradım gidiyorum 12de iki tane pasta kescem ,surprise
Senden bu kadar çabuk vazgeçmek inan bana da sürpriz oldu ,surprise
Erdeğin insanları yine çok komik ,joy
Haluk Levent’in yaptıklarını görünce asıl yapması gereken ama yapmayan kurumlara daha bir sövüyorum ,anger
Şimdi size soruyorum mal mısınız amk ,anger
"Dudağımın iki farklı kısmında uçuk çıkmaya başlıyor, gördüğüm rüyalar o derece korkunçtu ",fear
Sistemli bir şekilde attığımız goller ofsayt diye verilmiyor Her hafta %100 penaltımız verilmiyor Yeter artık defol git ,anger
Yalnızlık bazen çok huzurlu bazen de çok ürkütücü.. ,fear
20'lik dişim çıkıyor ağlamak üzereyim sürünüyorum ,sadness
Derdimi kendime anlatmakdan sıkıldım artık. ,sadness
Bir aslan edasıyla kükrüyordu 29 numaralı koltukta uyuyan vatandaş hepimizi korku aldı ,fear
Fark ettim de yabancılarla bir şekilde konuşabiliyorum ama adamlar mükemmel konuşuyor ya hayret bir şey ,surprise
Ciddi olamazsın benim çevremdeki herkes bu dizinin manyağı şaşırdım doğrusu çok kaliteli bir dizi oysaki ,surprise
Ya kızım mal mısın dışarı çıkıp geziyorsun işte ne var bunda ,anger
Annemden gelen kargonun mükemmelliği ,joy
Bacım senin götün yere yakın ben senden korkuyorum ,fear
"Bugün de üzerimde Avrupa yakası huysuzluğu var, karşı yakada daha da agresifim haliyle ",anger
Escobarı süpermen gibi övüyorsunuz ben şok ,surprise
Samuru ödüm koptu böbreklerimi bıraktım resmen ,fear
Herkes birbirlerinden nefret ediyor ama herkes birbirleriyle samimi. ,anger
Vay bitcoin %10 yükseldi yine ,surprise
Sanki korku filmi izliyoruz ürktüm ya ,fear
Allah'ım etraf beyinsiz kaynıyor çıldıracağım ya ,anger
yapma işte şunu yapma mal mısın hangi köyün soğanısın davar ,anger
"Şu an çok sinirleniyorum her gebze haremi gördükçe, daha ne kadar akraba olma arabası geçecek? ",anger
İnsanın aciz olduğunu ara ara Rabbimin hatırlatması... ürkütücü bir manzara. ,fear
bu gece tüm kankalarımı kaybettim hüzünlüyüm elleşmeyin ,sadness
"Bilinmedik bir hüzün var içimde, bir gariplik. Anladım ki, ya ben fazlayım bu şehirde yada biri eksik. ",sadness
Limonlu diye aldım mentollü çıktı hüzünlüyüm ,sadness
Sabah sabah yoga ve spor yaptım harika hissediyorum ,joy
Sana da nasıl tepki vereceğimi şaşırdım amk ,surprise
10 dakika önce uyandım böyle geç kalktığım zaman harika hissediyorum ,joy
Beni destekleyen herkese teşekkür ederim. Sıcaklıklarını hissediyorum. Bu kadar güzel yüreğe girmiş isem kaybetmiş sayılmam. ,joy
Anneme sevgilim var diyorum ciddi olamazsın diyor ya ,surprise
O kadar mutsuzum ki en fazla bu kadar mutsuz olunabilir ,sadness
Seni gördüğümde sana inanmışlığım aklıma geldikçe kendimden nefret ediyorum. ,anger
Çok sinirliyim çok agresifim yaklaşmayın yanarsınız ,anger
Örümcek fobim olmasına rağmen oturdum örümcek korku filmine bakıyorum ,fear
Tek kelime ile muazzam ve bir o kadar ürkütücü ,fear
Sosyal medya dedikoduları o kadar çok baymaya başladı ki artık ağız dolusu küfür edeceğim yeter ,anger
Of çarşamba güçlü diziler var star gerizekalı mısın ,anger
Çok şey istiyorum ama sonu hep fiyasko MUTSUZUM ,sadness
PDR'nin eğitimdeki işlevine siz inanmazsanız kim inanacak. Şaşkınlık verici ,surprise
Sıkılaşma olduğu halde nasıl kilo aldım şaşırtıcı tartının yanlış tarttığına kendimi inandırmak istiyorum kısa zamanda o kadar kilo almam herhalde ,surprise
Ne yapsam olmuyor gözüm. Terketmiyor bizi hüzün... ,sadness
"Bir anlık triple sohbet grubundan çıktım, pişmanım ",sadness
Sınava dört ay kaldı endişeliyim biraz bu daha da artırıyor ,fear
İhtimallerden yoruldum olmucaksa olmasın artık ,sadness
Teşekkür ederim iltifat gibi söylediniz hoşuma gitti ,joy
"Bakın bu hiç hesapta yoktu..:) kabul etmemeniz şaşkınlık verici, takibi bırakmamın mümkünü yoktur :) ",surprise
"Kardeşime asphalt oynasın diye bilgisayarı verdim, pişmanım. ",sadness
"Birşey anlatırken ""ben demiştim ama"" diyip duranlara sinir oluyorum. Ama aynı şey karşı tarafa olsa hiç çekinmem söylerim. ",anger
Arkadaşlarıma e okul fotoğrafımı atıyorum ve dalga geçiyoruz eğlenceli ,joy
haklısınız çok eğleniyoruz ,joy
Sinirden köpürdüm allah kahretsin sizi ,anger
Sürekli acıkıyorum yemek yemekten bıktım artık ,sadness
Ben bıktım tükendim artık yeter bu acılardan ,sadness
Kendilerine muhalefet etmeye başladılar... ürkütücü... ,fear
Bursa'dan facia haberi! Fabrikada patlama!... Ölü ve yaralılar var ,fear
Uyku düzenimin düzensizliğinin düzenliliğine şaştım kaldım vallahi ,surprise
Kel fobim var uzak dur ,fear
Çantamda en esneyen terliğimle dışarı çıkıp doğru durmayan kim varsa ağzına ağzına vurmak istiyorum. ,anger
Millet ne der' diye düşünenlerden nefret ediyorum ,anger
Esra Erolu çileden çıkartan şalvarli gelin adayı kadar agresif hissediyorum ,anger
"Boş zamanlarında ne yapıyosun diye sorsalar düşme videoları izleyerek eğleniyorum derim, bak yazarken bile eğlendim ",joy
Abi takibe aldin bir irkildim tedirgin oldum. Takibe aldıkların çok yaşamıyor nota mı vericen pike mi yapıcaksın bana ,fear
Rüyamda ders çalışmak zorundaydım. Rüya değil kabus adeta. ,fear
İnstagram 846 oldum 10 gün olmadan teşekkür ederim takip edenlere ,joy
Beni yormadan kendi davranışlarınla boş bir insan olduğunu gösterdiğin için teşekkür ederim ,joy
"Sen benim gülen yüzüm, mutluluk kaynağım, hayatım, iyi kim, huzurum ",joy
Şimdi başka şeylere de sinirlendim bacağım ağrıyor ona da sinirlendim çok sinirliyim ,anger
Doktorum günde sadece bir saat sosyal ağlara gireceksin dedi ben şok. Doktor dedim benim stalk günde bir saat sürüyo sen ne diyorsun doktor şok ,surprise
Ben dondum kaldım sonra bağlantı kesildi Beynim uyuştu sanki bir hayalet gördüm gibi oldu ,surprise
Mutlu Pazarlar sınav haftam olmasına rağmen ben didimle de mutluyum :))) ,joy
"Bu kimya deneyi sonucunda, meydan çıkan görüntü çok şaşırtıcı... ",surprise
Farkettim de son 5 gündür falan tweetlerimde vize kelimesi göze çarpıyor. Çok yıprandım. ,sadness
"Not görmekten, sınava girmekten öğk geldi. Her gün robot gibi aynı şeyleri yapmaktan bıktım artık kuscam ",sadness
yıllanmış sevdalarımı çıkartsam mahzenden sen bile inanamazsın wow oha dersin ,surprise
Mesela bana sürpriz yapıp lahmacun hediye alabilirsin ,surprise
Sigarayı bıraktığımdan beri mutfak ve spor algılarım değişti. Sinirleniyorum ,anger
Bugün çok mutluyum takımım yendi fragmanı çok beğendim ,joy
"Hayatımdaki güzel insanlar için teşekkür ederim Allah'ım, kaktüsün üstündeki çiçekler gibiler ",joy
Hangi birinize cevap vereceğimi şaşırdım ,surprise
geçen yine yatıyorum işte ama bir eğlendim varya anlatamam ,joy
Herkese öfkeliyim en çok kendime ,anger
Telefonum titreşimde az önce bir titredi ekran yerinden çıkacak diye korktum ne oluyor bir kendine gel sen telefonsun ,fear
Göğsü öne verip direksiyona yapışmakta istemezsin inşallah endişelendim.. ,fear
Sınavlara en ön sırada girme fobim var ,fear
"Ya miyav diyen küçük bir canlıdan niye korkuyorum bilmiyorum, ama korkuyorum yanıma yaklaşması bile büyük bir şey ",fear
"Bazı oteller lüks ve konforlu olması ile meşhurdur, bazıları ise ürkütücü olmalarıyla. ",fear
Büyümek hiç güzel değilmiş küçükken büyümek istediğim için o kadar pişmanım ki ,sadness
"Kedim, onu veterinere götürdüm diye benden nefret ediyor. Gece saldırmasa bari ",anger
Matematikte bu Mutlak Değer konusu mu zor yoksa ben mi malım. çıldıracağım. ,anger
Ben en çok sensiz kalmaktan korktum. Bir daha sesini duyamamaktan seni görememekten korktum. Ve korktuğum için oldu bunlar biliyorum. ,fear
"Ben İzmir'in ""köy"" olmasıyla mutluyum, hala tek hayalim Urla'da organik zeytin yetiştirmek. ",joy
Güzel şeyler hissediyorum. Lütfen güzel mevlam yine de sen bilirsin. Kutlu bir geceniz olsun. ,joy
Bir bok olduğunda gelip hemen burdan laf sokacağınıza git de doğru düzgün söyle mal mısın ,anger
Hakkari Çukurca'da Şehit Düşen Kozan'lı Piyade Er Yusuf DEMİRYÜREK'E Allah'tan Rahmet Kederli Ailesine Başsağlığı Dilerim. ,sadness
Yalan söylemene değil zekamı hafife almana sinirleniyorum ,anger
"Ellerim soyuluyor dedi, deri değiştiriyorsun normaldir sizde dedim sanırım benden nefret ediyor ",anger
"Pişmanlık nedir , gelin ben size anlatayım en hasını ",sadness
Bambam'i babam diye okudum oha ,surprise
Sıyah beyaz aşk bu akşam kanal d de Çok seviyorum bu dizi ,joy
Bugün girdiğim bir sınıfta bayağı bir eğlendim. çocuklar da o ışık ,joy
gratisin önünden geçtim adım atılacak yer yoktu mağazada nasıl nefes alıyorlar şaşırdım ve arada erkekler de vardı napıyorsunuz ,surprise
Babam arabayı bana vermemekte haklı galiba bu defa ben bile korktum bir yere çarpmaktan ,fear
Bir torba ilaç içtim. Yarın iş var. Dışarı çıkmaya korkuyorum. ,fear
karabasan gibi çöktü hayatımıza korkuyorum ,fear
Otobüs o kadar boş ki herkes keyfine göre yer falan değiştiriyor şaşkınım ,surprise
Kalp atışı reytinglerine ne olmuş ya ben şok bu kadar da düşeceğini beklemiyordum ,surprise
Yok artık inanmam daha yeni mi fark ettiniz siz bunu maşallah maşallah ,surprise
Abi c2 de kızla konuşurken şu sıralar porto fena yazacağıma şu sıralar porno fena yazdım. Ağlıyorum. ,sadness
Fena takıldım bak sinir oldum okuyamıyorum şunu yaz hele ,anger
Bende böyleyim sinirliyim agresifim ,anger
Aklıma değil yanıma geleceksin gerizekalı ,anger
Ben ağızda patlayan şeker yediğimiz zamanları özledim ,sadness
Yoksa siz hala delirmediniz mi? Yok artık inanmam. ,surprise
Galerimi temizlemem yarım saatimi aldı ama mutluyum ,joy
bugün hepimiz erken yatıcaz moralim bozuk ,sadness
"Ruh halim sürekli ağlamalı, her şeye anlamsızca canımı sıkıyorum… ",sadness
Erkek arkadaşıma 60 liraya kazak aldım . pişmanım ... ,sadness
Vay be şaka gibi ne rahatlık be gevşeklik. ,surprise
